Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Montenegro,MNE,Urban population,SP.URB.TOTL,90291,95782,101703,107780,113586,118771,123093,126621,129779,133237,137597,143135,149784,157258,165076,172810,180301,187635,194980,202628,210794,219563,228836,238326,247588,256235,264087,271196,277825,284397,291283,298483,305585,312816,319860,326440,332459,337985,343256,348560,354162,361755,369361,376961,381058,383698,386254,388857,391621,394521,397301,399777,402174,404636,407105,409418,411597,413735,415729,417692,419307,
Mongolia,MNG,Urban population,SP.URB.TOTL,340918,370105,401800,427962,446838,466253,486160,506593,527710,550748,576134,602810,630731,659682,689478,719937,751020,782713,815219,847642,880006,913125,946960,981983,1018845,1057808,1099383,1143048,1186955,1222043,1245680,1263925,1277491,1287668,1296473,1305389,1314886,1324694,1334933,1345492,1369716,1408736,1448952,1490591,1533859,1578867,1625768,1674673,1726026,1780212,1837756,1882818,1921642,1962408,2004068,2045831,2087401,2128679,2169853,2210626,2250777,
Northern Mariana Islands,MNP,Urban population,SP.URB.TOTL,5112,5402,5664,5907,6174,6477,6831,7232,7838,8475,9108,9746,10416,11068,11593,12016,12321,12546,12839,13427,14435,15827,17631,19854,22456,25382,28712,32360,35965,38985,41054,41854,41669,41016,40640,41082,42602,44939,47652,50091,51795,52624,52755,52389,51790,51208,50654,50089,49593,49247,49086,49167,49477,49959,50475,50958,51379,51763,52121,52469,52836,
Mozambique,MOZ,Urban population,SP.URB.TOTL,493457,517693,543980,571736,601069,631882,664243,698332,734123,771669,811145,858452,913545,972280,1035872,1104857,1179853,1260597,1346696,1436843,1530301,1673908,1832739,1999569,2169875,2339201,2502922,2661479,2826153,3015161,3246823,3396915,3586799,3805284,4033582,4257127,4470999,4678934,4832664,4987016,5153816,5334821,5527355,5729157,5936928,6147973,6362398,6580887,6868320,7172457,7490098,7821270,8166394,8527067,8905236,9302448,9719881,10157505,10615024,11092108,11587640,
Mauritania,MRT,Urban population,SP.URB.TOTL,58506,65100,72415,80531,89527,99478,110490,122665,136092,150822,167016,184764,204202,225384,248515,273690,301083,329176,357837,388631,421690,457069,494916,535201,577910,622905,670284,720041,763870,781801,799966,818441,837239,856375,875796,895490,915512,935926,956975,978884,1001876,1043561,1096793,1152889,1211822,1273520,1338058,1405583,1476319,1550312,1627878,1709105,1793973,1882255,1973427,2067216,2163454,2262231,2363346,2466822,2572517,
Mauritius,MUS,Urban population,SP.URB.TOTL,231505,243908,256013,268035,280009,291916,303804,315676,327573,339504,351513,363605,375755,379491,383371,387512,391829,396239,399416,404358,409127,413108,416035,417715,425254,431938,438482,445028,451399,458181,464802,468530,473391,477687,483053,485844,489444,494198,498006,502932,506439,509128,511325,513680,515544,517242,518278,519269,519756,519754,519604,519046,519081,518842,518383,517668,516887,516481,516155,515980,515916,
Malawi,MWI,Urban population,SP.URB.TOTL,160673,168237,176212,184658,193553,202919,212785,228355,245767,264530,284720,306406,329794,355008,382370,412045,444484,479965,509253,537134,565664,593979,622521,653848,691656,738674,797305,866299,944335,1020366,1087160,1141003,1183432,1219424,1257877,1305665,1366005,1437292,1517849,1576265,1628833,1680276,1731982,1785027,1840847,1900711,1964736,2032624,2103938,2179834,2260037,2344863,2434417,2528901,2627830,2731662,2839899,2953396,3072916,3199301,3333777,
Malaysia,MYS,Urban population,SP.URB.TOTL,2169424,2293099,2424727,2562735,2705079,2849679,2996157,3144900,3296693,3452711,3614414,3791207,3975274,4166858,4367853,4579307,4802814,5038232,5284696,5539881,5801271,6050367,6305687,6571676,6854614,7158814,7487772,7839691,8210278,8591294,8977771,9366645,9846038,10348236,10868164,11409137,11973527,12557522,13157330,13764923,14375102,14918249,15458510,15999896,16548744,17108408,17681865,18266043,18854123,19435328,20002877,20516667,21009034,21491686,21974953,22464991,22964394,23467529,23972655,24475775,24973604,
North America,NAC,Urban population,SP.URB.TOTL,138875014,142050755,145157046,148185763,151199564,154056841,156823451,159477276,162004081,164487979,167109832,169631002,171465521,173148992,174814604,176622456,178369631,180233292,182170788,184203265,186155130,188399131,190641337,192802947,194889455,197027492,199269494,201510529,203797727,206276409,209231872,213050439,217071868,220996624,224788006,228538710,232288316,236183090,240006391,243831291,247519374,250612588,253516142,256244701,259163359,262099001,265190165,268301627,271462240,274499918,277437381,280120518,282845297,285498217,288277446,291027807,293894567,296582186,299083080,301433350,303426490,
Namibia,NAM,Urban population,SP.URB.TOTL,113568,119038,124697,130669,136964,143568,150486,157738,165413,173633,182231,190026,198374,207037,215719,224194,232379,240394,248372,256546,265129,274072,283028,292649,303507,315904,330080,345852,362685,379698,396283,412196,429843,448226,466660,485316,504270,523383,542608,561807,580960,599950,625184,652221,680413,710044,741413,774475,809118,844923,881792,919551,958964,999628,1041820,1085689,1130941,1177405,1224933,1273255,1322115,
New Caledonia,NCL,Urban population,SP.URB.TOTL,29514,31490,33547,35723,38025,40405,43143,45978,48910,52460,57380,62426,66278,68872,71240,73094,74870,76516,77895,78999,80425,82469,84793,87037,88993,90869,92813,94912,97022,99194,101816,104724,107631,110705,113966,116848,119477,122539,125629,128790,132030,135341,138724,141907,144893,148559,152384,156245,160140,163862,167587,171852,176182,180545,184770,186421,188063,189691,191304,192905,194500,
Niger,NER,Urban population,SP.URB.TOTL,196312,205554,215294,231207,248285,266512,285986,310554,337106,365742,396666,429987,465951,504725,546674,592068,641330,694522,736258,769997,805101,841716,879911,919886,961668,1005309,1050961,1098827,1148041,1189521,1233527,1280527,1330334,1383092,1438600,1496903,1558007,1622099,1689424,1760045,1834126,1910772,1981483,2055424,2132567,2212887,2296698,2384028,2475071,2570548,2670629,2775331,2884959,2999175,3120565,3249670,3386494,3531990,3686235,3850231,4024595,
Nigeria,NGA,Urban population,SP.URB.TOTL,6955837,7201118,7457989,7727058,8006714,8296672,8598473,8912312,9239986,9582594,9942428,10399976,10881922,11392922,11942550,12535434,13177980,13868039,14598363,15355490,16131175,17103117,18109527,19156448,20257935,21421318,22654336,23956988,25327853,26761926,28259056,29472185,30726607,32024148,33368627,34764763,36216360,37721269,39284674,40910969,42603694,44726802,46947857,49272801,51708639,54260116,56934075,59734513,62665438,65723905,68917193,72230102,75664344,79214960,82878565,86652535,90531026,94518523,98611151,102806950,107106007,
Nicaragua,NIC,Urban population,SP.URB.TOTL,701823,732458,764049,798056,839811,883343,928794,976196,1025716,1077506,1131788,1185711,1229790,1275573,1323153,1372498,1423658,1476499,1530743,1586114,1642295,1699224,1756899,1814861,1872709,1930058,1986615,2042452,2098412,2155679,2215051,2276834,2340689,2405598,2470208,2532510,2588281,2642515,2695255,2746869,2797499,2847189,2895890,2944162,2992665,3042132,3094982,3148772,3203518,3258927,3314879,3371400,3428528,3486219,3544358,3602941,3661976,3722300,3783741,3846138,3909282,
Netherlands,NLD,Urban population,SP.URB.TOTL,6863492,6985555,7107497,7225888,7345397,7469419,7590341,7699768,7803319,7917513,8039946,8169109,8294650,8406296,8515370,8634800,8746238,8841770,8939836,9045559,9161288,9275502,9376386,9470198,9565992,9668672,9780476,9900806,10022989,10141210,10269295,10447740,10662777,10871452,11069798,11255548,11436659,11622597,11819675,12021931,12229998,12488742,12775902,13035570,13271929,13485107,13671225,13848922,14044865,14263741,14477657,14669707,14842886,14987369,15126226,15275237,15435425,15602670,15765213,15935776,16087009,
Norway,NOR,Urban population,SP.URB.TOTL,1787755,1840926,1915999,1991003,2066761,2143353,2220995,2299864,2379197,2457954,2534594,2584983,2624297,2662165,2698139,2732467,2764638,2795553,2825403,2854061,2882201,2902056,2918125,2933210,2946922,2961159,2977158,2996568,3018161,3036098,3051994,3079741,3114713,3150384,3185372,3216511,3244905,3280785,3324794,3371823,3414033,3447513,3482266,3518773,3554092,3591141,3632998,3684159,3744286,3805760,3867496,3935476,4008535,4078226,4145335,4207493,4265348,4320306,4368945,4418218,4463566,
Nepal,NPL,Urban population,SP.URB.TOTL,351656,366644,376845,387387,398467,410058,422322,435171,448724,462853,477672,493576,528240,565368,605351,648204,694342,743793,796725,853610,914649,979815,1040659,1105147,1173362,1245155,1320559,1400026,1484550,1575389,1673891,1781425,1910490,2048792,2195197,2348124,2507255,2672682,2844419,3022677,3207389,3395692,3520929,3646258,3772484,3900034,4030431,4163436,4294653,4418039,4529575,4626212,4711768,4795227,4892046,5013180,5164239,5343055,5546094,5765514,5995190,
Nauru,NRU,Urban population,SP.URB.TOTL,4377,4627,4942,5270,5590,5859,6065,6221,6343,6445,6553,6669,6798,6929,7062,7178,7284,7396,7505,7626,7751,7871,8016,8163,8331,8501,8679,8868,9058,9275,9506,9766,10030,10287,10496,10626,10677,10643,10567,10449,10335,10219,10102,9990,9906,9848,9827,9846,9880,9945,10009,10069,10136,10208,10289,10374,10474,10577,10678,10764,10834,
New Zealand,NZL,Urban population,SP.URB.TOTL,1802521,1851675,1914441,1967968,2024808,2073571,2125227,2175248,2206092,2237511,2279646,2324938,2375942,2432441,2493343,2552005,2582586,2593760,2597744,2590668,2597030,2609635,2636985,2674359,2698921,2716946,2719750,2751315,2766856,2788022,2821739,2969087,3005583,3045443,3091625,3142704,3198324,3243637,3275597,3295923,3318432,3341111,3402067,3472292,3526736,3569251,3615494,3646829,3675355,3709702,3748563,3774624,3798063,3830023,3896881,3979802,4072982,4162127,4240881,4312821,4408037,
OECD members,OED,Urban population,SP.URB.TOTL,503051071,514174010,525570998,537210891,548960783,560487038,571778697,583083719,594273640,605394916,616396650,628202719,638963807,649516901,659983368,670190545,679370982,688410801,697553898,706806781,716037655,725720360,735009263,743958836,752616899,761372833,770372582,779636409,789005600,798532716,808683317,819616354,830326857,840757508,850833591,860746201,870356083,879884808,889218553,898629945,907951690,918943701,930739344,942316439,953792771,965107280,976439361,987739273,999323700,1010226294,1020594091,1028740085,1037704065,1046925416,1056485126,1066089237,1075887670,1085306440,1094490955,1102880496,1110609306,
Oman,OMN,Urban population,SP.URB.TOTL,90485,98715,107702,117477,128110,139614,152117,165729,180602,196855,214728,234330,255881,279774,306664,337053,371335,409583,451973,498477,549043,603832,662929,725377,789906,855279,920222,984606,1050402,1120712,1197873,1283894,1377323,1472107,1540156,1579776,1602539,1611480,1612534,1614259,1623166,1642020,1670102,1706322,1756547,1818148,1883098,1953732,2037908,2146325,2285973,2476787,2713213,2969753,3227644,3471482,3695354,3898848,4082791,4250782,4405789,
Other small states,OSS,Urban population,SP.URB.TOTL,2514902,2602411,2695199,2792638,2897672,3008471,3121650,3232699,3350957,3475810,3607667,3749090,3892080,4033827,4189371,4356036,4529977,4705627,4887590,5076384,5276290,5484622,5704247,5921993,6154434,6407573,6683854,6984710,7298209,7611464,7915684,8206777,8438197,8648151,8862071,9086504,9326739,9580155,9841093,10125298,10421091,10715863,11019738,11345792,11712555,12137877,12625614,13187640,13790041,14391970,14973204,15521571,16040237,16537056,17034204,17541694,18056013,18579119,19107844,19631283,20142999,
Pakistan,PAK,Urban population,SP.URB.TOTL,9944300,10365137,10738219,11130045,11541400,11971325,12421723,12892412,13383892,13895977,14429116,14983797,15562174,16198248,16878804,17600233,18365686,19175026,20032624,20941767,21906733,22897115,23877289,24901258,25962081,27052675,28172325,29321591,30497993,31695619,32914427,34148628,35400161,36682086,38012968,39405593,40868935,42394458,43938667,45445311,46947761,48435636,49919688,51408754,52922902,54474508,56069494,57704173,59373384,61070625,62793242,64539406,66312147,68113708,69956302,71845554,73783786,75765181,77815624,79927762,82094635,
Panama,PAN,Urban population,SP.URB.TOTL,467353,488475,510968,534421,558829,584125,610314,637424,665474,694507,723788,749019,774942,801459,828443,855783,883495,911514,939933,968722,998088,1028907,1060224,1092017,1124339,1157157,1190554,1224504,1259101,1294319,1331914,1381582,1432459,1484558,1538026,1592870,1649197,1706836,1765797,1825830,1884807,1930933,1977506,2024626,2072347,2120752,2169857,2219605,2270061,2321157,2372849,2425409,2478853,2533389,2589339,2646824,2705929,2766522,2828116,2890085,2951905,
Peru,PER,Urban population,SP.URB.TOTL,4753662,4951488,5214994,5490438,5777285,6074470,6382217,6700800,7030883,7372451,7726726,8093720,8468747,8796986,9134427,9480203,9834642,10197058,10567465,10945726,11331195,11723242,12089574,12460702,12837778,13220932,13610396,14005310,14404450,14805506,15207438,15608011,16007186,16406528,16820249,17240503,17668538,18100963,18529232,18940926,19326872,19683542,20014062,20323597,20619827,20909079,21194851,21477302,21722216,21951814,22185856,22421439,22662395,22922694,23221643,23571250,23979739,24438509,24921877,25390346,25815966,
Philippines,PHL,Urban population,SP.URB.TOTL,7958943,8299059,8652315,9016255,9389053,9768795,10154794,10547983,10950660,11365383,11807666,12342063,12898507,13475729,14074173,14681209,15245567,15826570,16426579,17048160,17738315,18687447,19680771,20717791,21799609,22923399,24093000,25307752,26565344,27860539,29082064,29760929,30439171,31119331,31802956,32491471,33183960,33879025,34576874,35277843,35981497,36689356,37399542,38104244,38793194,39459729,40099208,40715257,41319489,41929229,42597023,43505398,44437842,45385011,46329520,47262076,48177757,49096823,50026969,50975906,51950201,
Palau,PLW,Urban population,SP.URB.TOTL,5551,5738,5929,6096,6258,6413,6546,6667,6778,6904,7048,7231,7441,7647,7803,7886,7883,7803,7691,7615,7616,7787,8065,8401,8759,9119,9434,9679,9920,10181,10483,10804,11155,11514,11893,12256,12549,12803,13038,13250,13437,13591,13719,13789,13979,14077,14055,13920,13730,13555,13433,13402,13437,13530,13662,13807,13957,14134,14316,14485,14652,
Papua New Guinea,PNG,Urban population,SP.URB.TOTL,84031,92433,101735,111996,123391,135953,149892,174299,202568,235149,272636,315670,329750,343967,358898,374595,391112,408404,426629,445787,465936,485730,506033,527142,548920,571261,594190,617702,641817,666630,692099,700136,707490,714891,722465,730390,738735,747496,756274,764537,772116,787575,802822,818125,834122,851417,870145,890076,910743,931464,951756,971385,990657,1010777,1032122,1054983,1079465,1105552,1133367,1162836,1193981,
Poland,POL,Urban population,SP.URB.TOTL,14193968,14540630,14828737,15149001,15484714,15762096,16007142,16289779,16575555,16835934,17026266,17266414,17626595,18005216,18398446,18803602,19215135,19625330,20007316,20341874,20663601,20985955,21314754,21651242,21984900,22299554,22589785,22855463,23089202,23241946,23350476,23450653,23539562,23616843,23684074,23733222,23768665,23801620,23827143,23842562,23611695,23622394,23621395,23563051,23506503,23453429,23396235,23340838,23300939,23274004,23165018,23134846,23086831,23025350,22960228,22897449,22849639,22824769,22806875,22793332,22786800,
Pre-demographic dividend,PRE,Urban population,SP.URB.TOTL,25273976,26534457,27874369,29310847,30853532,32495997,34179029,35958303,37878171,39918828,42045038,44400992,46911500,49564445,52359676,55356463,58580142,61961773,65486223,68915709,72350378,76026670,79812254,83773755,87998600,92494525,97176649,102045464,107047309,112157985,117638414,122978522,128508248,134227168,139834815,145514901,151287612,157264350,163423327,169846069,176591437,184135959,192095202,200544111,209359243,218556371,227988472,237352061,247640915,258439003,269857786,281911309,294423082,307462594,320962176,334869045,349167730,363894614,379075206,394746859,410942450,
Puerto Rico,PRI,Urban population,SP.URB.TOTL,1050418,1102264,1159664,1220307,1280251,1336533,1389174,1436971,1482823,1532032,1585355,1636045,1693932,1756462,1819309,1879334,1937017,1991958,2044764,2096577,2174790,2327244,2471396,2606230,2731668,2847385,2953935,3051544,3140855,3222218,3287359,3316538,3343786,3377742,3414883,3452136,3496557,3534616,3560323,3583400,3596716,3602364,3604909,3605100,3603694,3596360,3579032,3555977,3533033,3511647,3491721,3449657,3406460,3366210,3310445,3251779,3188713,3112035,2988277,2988531,2989009,
Korea Dem. People's Rep.,PRK,Urban population,SP.URB.TOTL,4591953,4801791,5002270,5202147,5416792,5657804,5928682,6225381,6670521,7230596,7810432,8101103,8395295,8685965,8965386,9227776,9393162,9537091,9668482,9800201,9941650,10115489,10300541,10493293,10688402,10881588,11071093,11258896,11448167,11643564,11847898,12062742,12285861,12509838,12717845,12902692,13068373,13217115,13354154,13487490,13622624,13762042,13903312,14042591,14174854,14295887,14405016,14503806,14595810,14704639,14821853,14941466,15063412,15186553,15309810,15431897,15556875,15684602,15814951,15947411,16081083,
Portugal,PRT,Urban population,SP.URB.TOTL,3096215,3155977,3212831,3260048,3296372,3317422,3326794,3340014,3360136,3364185,3368354,3388093,3416874,3451945,3535188,3708226,3852629,3931481,4012458,4094541,4178517,4257857,4335210,4407052,4476013,4540496,4596999,4648117,4695891,4741470,4783459,4827626,4889660,4961312,5040624,5124278,5210104,5299934,5393642,5491367,5597602,5704057,5800192,5886957,5966051,6041725,6117343,6193886,6267228,6337144,6403809,6457743,6494283,6520333,6546012,6578828,6617169,6659350,6706183,6764658,6833619,
Paraguay,PRY,Urban population,SP.URB.TOTL,677230,697189,717808,739992,763278,787310,812143,837767,863980,890543,917269,944107,971230,1008345,1047226,1088052,1130953,1175928,1223332,1273376,1326357,1382319,1441325,1509228,1580182,1653668,1729697,1808212,1889072,1971853,2056549,2142858,2230777,2316208,2402480,2490213,2579402,2669683,2760992,2852976,2945381,3038082,3131088,3209505,3283895,3356601,3427298,3496245,3564369,3632859,3702637,3774039,3846934,3918989,3990996,4063413,4136268,4209507,4283895,4359152,4435221,
West Bank and Gaza,PSE,Urban population,SP.URB.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339452,1411345,1486950,1566383,1649878,1737611,1829843,1926689,1985912,2043664,2103044,2164070,2226847,2291359,2357720,2425915,2496025,2568140,2647431,2727093,2807401,2888204,2969835,3051946,3134764,3218283,3302741,3380930,3479999,3581448,3685020,
Pacific island small states,PSS,Urban population,SP.URB.TOTL,194216,204488,215515,227032,238819,250575,262246,272995,283620,294405,305242,315927,326609,337371,347385,357276,367461,376978,386587,396817,407866,420244,433616,447282,460429,472460,483106,495605,507951,520519,533902,548654,564595,581266,598018,613818,629403,642180,654110,665754,677908,689730,700547,711326,722949,735487,749662,765265,782356,799680,816236,831892,846959,861867,877394,894031,911922,930931,950975,971682,992816,
Post-demographic dividend,PST,Urban population,SP.URB.TOTL,477802255,487577589,497675284,507917690,518142873,528291087,538044497,547631388,557047558,566319340,575483353,585398596,594116557,602540751,610847590,618747632,625575400,632245041,638980952,645945132,652736678,659677065,665850170,671567346,676961452,682338905,688231417,694593335,701021545,707427223,714068901,721620742,729176460,736477113,743285464,749771098,756187776,762331300,768327975,774283927,780372719,787666950,795821373,803825697,811896212,819799687,827730297,835682013,843952627,851385458,858334006,862954533,868454820,874089276,879909131,885744062,891612807,896908200,902008252,906540165,910553350,
French Polynesia,PYF,Urban population,SP.URB.TOTL,33013,34878,36941,39419,42166,45018,47951,50974,54124,57437,60948,64288,67176,70189,73286,76444,79654,82776,85287,87841,90450,93111,95805,98524,101184,103798,106406,109003,111524,113706,115650,117361,118886,120328,121837,123505,125375,127685,130149,132579,134894,137079,139148,142127,145485,148584,151389,153913,156236,158469,160714,163001,165322,166479,167465,168468,169507,170591,171696,172869,174090,
Qatar,QAT,Urban population,SP.URB.TOTL,40406,44069,48446,53389,58630,64099,69727,75587,81880,88878,96766,105800,115729,126193,136467,146090,154581,162373,171092,183034,199835,221980,248572,277785,306995,334168,359556,384397,406663,425893,441917,454657,464505,472408,479735,487764,498265,512082,528886,548266,570611,593524,619672,660437,731410,842875,998885,1193061,1409934,1627406,1828503,2007401,2167463,2308190,2431364,2538640,2628233,2699605,2757620,2809075,2859020,
Romania,ROU,Urban population,SP.URB.TOTL,6296818,6474669,6646237,6820612,6997996,7174333,7368164,7586123,7786878,7968040,8164758,8352002,8535661,8713690,8900706,9120255,9340263,9560064,9801109,10019804,10230895,10456990,10674853,10876406,11077114,11284888,11499948,11720962,11941563,12160692,12347321,12404523,12360656,12309016,12256584,12197105,12127405,12058033,11998890,11945687,11895672,11697189,11469356,11415407,11378651,11336529,11297334,11159030,11001524,10936933,10898688,10871606,10826124,10778604,10730940,10678041,10619522,10565369,10515554,10476962,10451921,
Russian Federation,RUS,Urban population,SP.URB.TOTL,64421857,66226377,68060071,69923357,71815164,73731369,75267305,76812479,78366306,79922296,81464683,82992261,84524649,86061054,87600777,89145034,90810675,92479950,94157479,95659612,96960865,98228786,99464693,100677781,102058393,103466989,104825013,106169956,107471421,108424260,108600667,108905031,109004756,108940535,108895790,108866282,108700642,108515146,108329810,107987927,107528803,107067910,106569238,106133030,105771342,105433226,105152927,105037446,105055527,105149987,105261487,105407937,105669982,105998572,106354644,106703732,107050095,107349517,107539205,107708298,107723564,
Rwanda,RWA,Urban population,SP.URB.TOTL,76325,79576,82735,85896,89359,93248,97724,102730,108225,113997,120010,129151,139194,149966,161689,174501,188445,203627,220189,231813,243288,255058,267150,279997,294434,310848,330371,352423,373548,388736,394766,388978,421437,458069,503988,574136,683931,800304,922153,1054974,1184182,1302909,1413808,1446502,1467702,1495058,1529862,1569213,1612027,1656223,1700061,1743485,1787430,1832231,1880559,1933196,1990235,2051739,2117292,2186102,2257829,
South Asia,SAS,Urban population,SP.URB.TOTL,95913995,98712866,101955679,105334005,108848887,112492479,116277566,120211107,124302045,128565805,133019516,137847977,143466114,149351474,155605264,162331713,169374254,176747415,184475993,192582132,201103301,209434600,216867202,224540088,232439513,240541095,248849823,257362601,266097540,274991834,284108531,293300429,302372602,311631475,321070080,330666895,340440077,350369668,360427450,370575781,380859153,391801693,403820545,416008189,428369849,440862691,453479284,466224390,479083474,492017034,505032835,518130416,531400431,544896119,558661741,572716485,587083474,601765617,616775937,632092773,647723163,
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,1277042,1365769,1462319,1581286,1724616,1877828,2041349,2216500,2405878,2612638,2840512,3092288,3369544,3672227,4000202,4329196,4673720,5041248,5441027,5885283,6382803,6937863,7546374,8194654,8862081,9530558,10193889,10774876,11342799,11895413,12432320,12952378,13454744,13888411,14285431,14663136,15019606,15360168,15704578,16078078,16499663,16978443,17510546,18084336,18680569,19286100,19893610,20507055,21137730,21801430,22508638,23264793,24058628,24865073,25648414,26382763,27058156,27679871,28257740,28807839,29343564,
Sudan,SDN,Urban population,SP.URB.TOTL,810732,872667,939444,1011470,1089191,1172825,1262983,1360217,1464967,1577575,1698844,1829017,1968958,2104071,2199225,2300462,2407883,2521419,2640884,2765735,2895545,3030396,3170939,3366652,3648592,3947499,4262686,4595442,4951602,5338551,5764226,6234006,6748182,7237518,7510085,7766217,8000745,8218097,8426426,8638173,8863017,9104026,9358047,9620037,9882155,10139061,10389194,10635641,10883299,11146282,11430600,11738567,12069178,12421901,12794293,13185765,13596343,14027565,14480887,14957232,15458183,
Senegal,SEN,Urban population,SP.URB.TOTL,737554,779169,823095,869473,918582,970475,1025293,1083166,1144301,1208873,1277252,1347850,1422493,1500241,1580050,1661013,1738321,1798915,1860895,1926355,1997039,2073562,2155635,2242909,2334635,2429919,2528782,2631417,2736358,2830476,2927432,3027593,3130517,3234840,3339075,3441823,3542777,3642398,3742289,3844423,3950445,4061008,4175900,4311250,4465214,4626134,4794668,4971099,5155659,5348373,5549604,5759382,5977690,6204712,6440435,6685969,6941397,7207006,7481973,7765705,8057514,
Singapore,SGP,Urban population,SP.URB.TOTL,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074507,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,
Solomon Islands,SLB,Urban population,SP.URB.TOTL,6797,7329,7904,8524,9193,9912,10686,11521,12429,13424,14289,14885,15528,16211,16921,17648,18598,19922,21323,22808,24383,26052,27819,29680,31631,33667,35794,37612,39226,40899,42654,44492,46415,48420,50512,52684,54943,57288,59719,62231,65255,68684,72269,75997,79847,83796,87841,91999,96334,100919,105826,111055,116607,122453,128547,134861,141374,148106,155047,162164,169453,
Sierra Leone,SLE,Urban population,SP.URB.TOTL,402157,421145,441132,462560,486230,511151,537465,565193,594479,625341,657923,692321,728619,766822,807083,842174,873070,905305,938936,973972,1010415,1047825,1086122,1126318,1169906,1217583,1266068,1314621,1362836,1404772,1436408,1456150,1466054,1469900,1473600,1481808,1495070,1513235,1539829,1578966,1633299,1705142,1793090,1890694,1988625,2084310,2174481,2257436,2335490,2412870,2492860,2575940,2661003,2748061,2837175,2928219,3021537,3117881,3217270,3319363,3423961,
El Salvador,SLV,Urban population,SP.URB.TOTL,1060994,1096710,1132259,1169315,1207446,1246302,1285729,1325619,1366050,1407019,1448620,1490833,1548587,1607235,1666572,1726315,1786417,1846662,1906792,1966220,2024645,2081757,2137782,2193069,2248473,2304352,2360854,2417922,2475983,2535504,2596776,2660090,2725225,2823039,2931352,3038770,3144718,3248779,3351108,3410870,3468697,3524432,3578118,3630072,3680964,3731013,3780593,3832861,3904587,3976013,4047471,4119159,4191073,4263187,4335704,4408609,4481140,4553135,4624410,4694699,4763725,
San Marino,SMR,Urban population,SP.URB.TOTL,7550,7918,8307,8702,9116,9525,9944,10359,10765,11148,11496,12078,12611,13115,13627,14175,14776,15423,16114,16787,17426,18032,18601,19127,19636,20125,20601,21060,21287,21545,21808,22106,22446,22899,23352,23764,24166,24550,24911,25272,25659,26079,26463,26840,27250,27697,28131,28567,28993,29440,29891,30376,30874,31372,31808,32185,32468,32685,32847,32973,33089,
Somalia,SOM,Urban population,SP.URB.TOTL,477113,501899,528051,555582,583816,612588,644040,678491,714325,748977,781159,807358,829408,858029,909336,989395,1101750,1248507,1411050,1561995,1681021,1759368,1802673,1822827,1839155,1866070,1908724,1964461,2029344,2090902,2142817,2182717,2214804,2246775,2290443,2354250,2441941,2551225,2677302,2812251,2949757,3088299,3229504,3411445,3599379,3793358,3993408,3812005,4104241,4411125,4734452,5074285,5284302,5502043,5729046,5966601,6215578,6476276,6749349,7034861,7333290,
Serbia,SRB,Urban population,SP.URB.TOTL,1920549,1999961,2079912,2160366,2241921,2323684,2413642,2502738,2592295,2681395,2770952,2857727,2915781,2973469,3031538,3089259,3154610,3217471,3278834,3338919,3397269,3458357,3505133,3548868,3589627,3627509,3673875,3715588,3753668,3789135,3822813,3855241,3898223,3942353,3977770,3938573,3951731,3957625,3959596,3962104,3966301,3976219,3989274,3997403,4004805,4009310,4010029,4010264,4009546,4009752,4009779,3994308,3985121,3973872,3963388,3951845,3939250,3927608,3916682,3907389,3899416,
Sub-Saharan Africa (excluding high income),SSA,Urban population,SP.URB.TOTL,33369271,34850947,36412110,38084859,39867446,41752207,43704736,45762724,47938796,50246216,52637167,55247101,58026731,60948120,64006040,67247623,70693267,74275617,78039175,81766318,85570811,89735156,94091678,98702661,103646131,108964720,114581878,120419851,126491025,132763268,139372582,145783021,152349392,159050345,165646065,172321975,179145225,186197903,193401536,200843530,208563559,217004532,225843464,235053899,244676999,254798440,265315839,275933426,287702015,299975629,312787113,326127704,339852118,354072234,368823094,384106372,399922669,416281641,433182497,450617544,468586969,
South Sudan,SSD,Urban population,SP.URB.TOTL,248681,252989,257478,262210,267128,272271,277671,283272,289147,295276,301638,308314,315250,322530,330092,338033,346179,354484,363299,372951,383577,395322,407808,431321,471985,513930,557380,602195,647099,689885,729200,762836,791149,810319,804990,812393,835351,872521,920008,971733,1023148,1072397,1121013,1171503,1227929,1292714,1366953,1448498,1533768,1618271,1698195,1772671,1842403,1906879,1965952,2020116,2068145,2110798,2152927,2201250,2261021,
